year 2016
style
[6, 10, 4, 735, 5, 3833, 1580, 22, 12, 194, 2558, 3, 119, 12, 70, 70, 1620, 149, 1, 7517, 2, 617, 211, 326, 1, 10, 454, 13, 56, 1314, 1401, 7, 74, 408, 40, 281, 2, 15, 2, 2728, 8988, 67, 1, 49, 19956, 14, 1922, 17, 8, 2, 1162, 183, 156, 512, 19, 2, 765, 425, 7652, 34, 43, 7564, 9, 29, 2, 307, 26, 4, 103, 55, 1, 2, 308, 26, 105, 1, 416, 1237, 24, 3, 27, 15, 1, 7554, 463, 1, 15, 1873, 9, 9, 16, 92, 53, 3255, 1238, 1, 469, 8299, 1, 7, 1030, 513, 194, 178, 307, 5502, 8, 3888, 1818, 142, 1, 79, 2, 16, 643, 31043, 47878, 3, 1304, 42, 45, 5, 3, 33, 41, 2]
Hip Hop	[0, 0, 1, 2, 0, 40, 8, 0, 0, 2, 22, 0, 1, 0, 1, 1, 4, 1, 0, 136, 0, 3, 1, 4, 0, 0, 4, 0, 0, 8, 14, 0, 0, 0, 0, 7, 0, 0, 0, 17, 119, 1, 0, 0, 199, 4, 39, 0, 0, 0, 141, 0, 1, 2, 0, 0, 2, 2, 67, 0, 0, 83, 0, 0, 0, 7, 0, 0, 6, 0, 0, 0, 4, 1, 4, 0, 0, 9, 0, 1, 0, 0, 0, 41, 2, 0, 4, 5, 0, 0, 0, 0, 1, 44, 11, 0, 9, 57, 0, 0, 8, 11, 5, 3, 7, 31, 0, 162, 12, 1, 0, 0, 0, 0, 4, 324, 621, 0, 11, 0, 0, 0, 0, 0, 0, 0]
Instrumental	[0, 0, 0, 1, 0, 44, 5, 0, 0, 1, 5, 0, 0, 0, 0, 0, 7, 2, 0, 63, 0, 4, 1, 4, 0, 0, 1, 0, 0, 17, 2, 0, 0, 0, 0, 3, 0, 0, 0, 27, 60, 0, 0, 0, 313, 1, 23, 0, 0, 0, 6, 0, 3, 1, 2, 0, 1, 1, 15, 0, 0, 69, 0, 2, 0, 4, 0, 0, 1, 0, 1, 0, 1, 3, 2, 0, 0, 0, 0, 2, 0, 0, 0, 14, 5, 0, 0, 7, 0, 0, 0, 0, 0, 14, 5, 0, 2, 23, 0, 0, 1, 15, 1, 2, 4, 8, 0, 11, 13, 1, 0, 0, 0, 0, 1, 147, 569, 0, 10, 0, 0, 0, 0, 0, 0, 0]
Latin	[0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 10, 0, 0, 5, 0, 2, 0, 3, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 19, 0, 0, 0, 21, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 24, 0, 0, 21, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 1, 0, 5, 1, 0, 2, 4, 0, 0, 0, 0, 0, 0, 1, 11, 0, 6, 2, 0, 0, 0, 0, 0, 0, 75, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Military	[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 17, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Modern	[0, 0, 0, 2, 0, 24, 8, 0, 0, 0, 29, 0, 0, 0, 0, 0, 1, 1, 0, 53, 0, 1, 1, 0, 0, 0, 1, 0, 0, 18, 9, 0, 0, 0, 0, 2, 0, 0, 0, 9, 66, 0, 0, 0, 152, 0, 15, 0, 0, 0, 3, 9, 1, 2, 0, 0, 9, 2, 46, 0, 0, 73, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 4, 0, 0, 0, 1, 0, 29, 0, 0, 0, 13, 0, 0, 0, 0, 0, 20, 9, 0, 4, 75, 0, 0, 7, 3, 0, 1, 1, 5, 0, 27, 6, 0, 0, 5, 0, 0, 2, 253, 333, 0, 11, 1, 0, 0, 0, 0, 0, 0]
Neofolk	[0, 0, 0, 2, 0, 5, 7, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 16, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 7, 0, 0, 0, 0, 4, 0, 0, 0, 9, 13, 0, 0, 0, 83, 0, 9, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 17, 2, 0, 8, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 1, 0, 0, 4, 0, 0, 0, 0, 0, 18, 3, 0, 2, 39, 0, 0, 2, 2, 0, 0, 0, 16, 0, 7, 0, 0, 0, 0, 0, 0, 1, 39, 85, 0, 4, 0, 0, 0, 0, 0, 0, 0]
Noise	[0, 0, 0, 11, 0, 241, 91, 7, 0, 13, 118, 0, 5, 0, 7, 7, 66, 5, 0, 655, 0, 40, 16, 12, 0, 2, 14, 0, 3, 50, 53, 0, 39, 3, 2, 6, 0, 2, 0, 124, 401, 5, 0, 0, 590, 0, 45, 0, 0, 0, 104, 11, 5, 34, 1, 2, 20, 2, 328, 7, 0, 215, 0, 2, 0, 11, 0, 1, 5, 1, 0, 0, 14, 0, 1, 0, 10, 103, 0, 0, 0, 0, 0, 167, 29, 0, 0, 53, 0, 0, 0, 8, 1, 93, 40, 0, 6, 1181, 0, 0, 54, 29, 34, 0, 11, 336, 0, 151, 40, 4, 0, 2, 0, 0, 1, 1025, 2964, 0, 239, 1, 0, 0, 0, 0, 8, 0]
Opera	[0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 9, 0, 0, 2, 0, 0, 0, 0, 0, 0, 9, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Parody	[0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 7, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 11, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 5, 0, 0, 0, 0, 0, 7, 2, 0, 0, 8, 0, 0, 2, 1, 0, 0, 0, 3, 0, 1, 2, 0, 0, 0, 0, 0, 0, 10, 44, 0, 1, 0, 0, 0, 0, 0, 0, 0]
Poetry	[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 0, 11, 0, 0, 1, 0, 0, 0, 1, 0, 0, 6, 3, 0, 0, 0, 0, 1, 0, 0, 0, 2, 11, 0, 0, 0, 59, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 8, 0, 0, 0, 0, 0, 11, 1, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 2, 0, 11, 3, 0, 0, 0, 0, 0, 1, 36, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0]
Political	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Religious	[0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 10, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 9, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 12, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Rock	[0, 3, 0, 161, 2, 694, 275, 8, 1, 12, 254, 0, 30, 0, 3, 3, 235, 10, 0, 1439, 0, 100, 31, 24, 1, 1, 144, 1, 9, 205, 200, 0, 0, 1, 0, 68, 0, 2, 0, 611, 1214, 16, 0, 0, 2593, 0, 240, 2, 0, 1, 72, 34, 5, 82, 0, 0, 134, 66, 1158, 2, 2, 1986, 0, 2, 0, 47, 0, 3, 19, 1, 0, 2, 37, 6, 6, 1, 49, 212, 0, 1, 2, 1, 0, 430, 89, 0, 1, 380, 0, 0, 0, 15, 10, 513, 167, 0, 52, 1347, 0, 0, 118, 67, 27, 23, 47, 799, 0, 517, 198, 21, 0, 12, 0, 0, 66, 5266, 9475, 0, 85, 0, 17, 0, 0, 5, 0, 0]
Samba	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Soundtrack	[0, 0, 0, 1, 0, 22, 20, 0, 0, 0, 16, 0, 2, 0, 0, 0, 4, 0, 0, 58, 0, 1, 2, 0, 0, 0, 0, 0, 0, 9, 4, 0, 0, 0, 0, 3, 0, 0, 0, 5, 106, 2, 0, 0, 88, 0, 10, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 1, 173, 0, 0, 78, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 24, 1, 0, 0, 4, 0, 0, 0, 0, 1, 20, 2, 0, 1, 11, 0, 0, 1, 0, 0, 0, 1, 30, 1, 26, 14, 12, 0, 0, 0, 0, 3, 267, 763, 0, 2, 0, 0, 0, 0, 0, 0, 0]
Trip Hop	[0, 0, 1, 2, 0, 32, 3, 0, 0, 1, 16, 0, 1, 0, 2, 2, 8, 5, 0, 38, 1, 5, 2, 0, 0, 0, 2, 0, 0, 5, 9, 0, 0, 0, 0, 1, 0, 0, 0, 9, 49, 1, 0, 1, 83, 1, 16, 0, 0, 0, 6, 1, 3, 1, 0, 0, 7, 1, 18, 0, 0, 17, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 1, 0, 4, 0, 1, 9, 1, 0, 0, 0, 0, 8, 2, 0, 0, 9, 0, 0, 0, 1, 0, 22, 2, 0, 2, 55, 0, 0, 4, 8, 3, 2, 2, 5, 0, 2, 3, 2, 0, 0, 0, 0, 1, 114, 144, 0, 9, 0, 0, 0, 0, 0, 0, 0]
Vocal	[0, 0, 0, 5, 0, 37, 12, 0, 0, 0, 27, 0, 5, 0, 2, 2, 9, 19, 0, 30, 0, 0, 1, 1, 0, 0, 23, 0, 0, 26, 7, 0, 0, 0, 0, 1, 0, 1, 0, 51, 44, 0, 0, 0, 66, 0, 7, 0, 0, 0, 4, 3, 1, 4, 0, 0, 3, 3, 92, 0, 0, 62, 0, 0, 0, 3, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 1, 2, 0, 0, 1, 0, 0, 50, 1, 0, 0, 7, 0, 0, 0, 1, 1, 103, 45, 0, 25, 61, 0, 0, 71, 9, 3, 0, 3, 26, 0, 36, 12, 36, 0, 1, 0, 0, 24, 200, 210, 0, 2, 0, 0, 0, 0, 1, 2, 0]
